,filename,label,class,width,height,xmin,ymin,xmax,ymax
3548,30170.png,7,A8,35,62,0,0,35,62
3550,26098.png,7,A8,35,67,0,0,35,67
3551,50422.png,7,A8,45,94,0,0,45,94
3552,28166.png,7,A8,50,95,0,0,50,95
3553,44889.png,7,A8,38,72,0,0,38,72
3554,21482.png,7,A8,48,87,0,0,48,87
3556,25717.png,7,A8,39,73,0,0,39,73
3558,13277.png,7,A8,42,67,0,0,42,67
3559,1031.png,7,A8,91,194,0,0,91,194
3561,50901.png,7,A8,46,85,0,0,46,85
3562,25491.png,7,A8,37,68,0,0,37,68
3563,15180.png,7,A8,43,72,0,0,43,72
3564,29306.png,7,A8,53,85,0,0,53,85
3565,43606.png,7,A8,41,82,0,0,41,82
3566,49987.png,7,A8,49,96,0,0,49,96
3567,28075.png,7,A8,50,94,0,0,50,94
3569,40828.png,7,A8,33,73,0,0,33,73
3570,44682.png,7,A8,34,77,0,0,34,77
3571,11914.png,7,A8,44,85,0,0,44,85
3572,48554.png,7,A8,43,92,0,0,43,92
3573,22511.png,7,A8,53,89,0,0,53,89
3574,40421.png,7,A8,34,72,0,0,34,72
3575,39991.png,7,A8,35,71,0,0,35,71
3576,37817.png,7,A8,41,73,0,0,41,73
3579,823.png,7,A8,86,194,0,0,86,194
3580,24837.png,7,A8,40,74,0,0,40,74
3581,37853.png,7,A8,41,74,0,0,41,74
3582,25956.png,7,A8,36,66,0,0,36,66
3583,28490.png,7,A8,47,84,0,0,47,84
3584,44732.png,7,A8,35,74,0,0,35,74
3586,25892.png,7,A8,36,68,0,0,36,68
3587,41384.png,7,A8,35,75,0,0,35,75
3588,38378.png,7,A8,43,77,0,0,43,77
3589,13353.png,7,A8,48,79,0,0,48,79
3590,16008.png,7,A8,44,103,0,0,44,103
3591,60955.png,7,A8,46,100,0,0,46,100
3592,8554.png,7,A8,44,86,0,0,44,86
3593,29023.png,7,A8,60,97,0,0,60,97
3594,50132.png,7,A8,48,105,0,0,48,105
3595,62753.png,7,A8,48,85,0,0,48,85
3596,23526.png,7,A8,34,64,0,0,34,64
3597,8348.png,7,A8,45,99,0,0,45,99
3598,16233.png,7,A8,57,124,0,0,57,124
3599,38344.png,7,A8,42,79,0,0,42,79
3600,3604.png,3,B1,62,109,0,0,62,109
3601,915.png,3,B1,66,176,0,0,66,176
3602,203.png,3,B1,51,156,0,0,51,156
3603,3974.png,3,B1,58,133,0,0,58,133
3604,902.png,3,B1,67,178,0,0,67,178
3606,3503.png,3,B1,67,98,0,0,67,98
3607,863.png,3,B1,69,176,0,0,69,176
3608,3714.png,3,B1,59,122,0,0,59,122
3609,3454.png,3,B1,69,97,0,0,69,97
3610,824.png,3,B1,68,170,0,0,68,170
3612,796.png,3,B1,66,162,0,0,66,162
3613,3021.png,3,B1,61,88,0,0,61,88
3614,3215.png,3,B1,62,87,0,0,62,87
3615,2454.png,3,B1,41,98,0,0,41,98
3618,967.png,3,B1,63,173,0,0,63,173
3619,2729.png,3,B1,47,90,0,0,47,90
3620,2297.png,3,B1,39,93,0,0,39,93
3621,2757.png,3,B1,45,82,0,0,45,82
3622,2817.png,3,B1,51,86,0,0,51,86
3623,3354.png,3,B1,74,95,0,0,74,95
3626,2283.png,3,B1,39,93,0,0,39,93
3627,3053.png,3,B1,62,92,0,0,62,92
3628,2338.png,3,B1,40,94,0,0,40,94
3629,3082.png,3,B1,63,91,0,0,63,91
3631,2482.png,3,B1,41,96,0,0,41,96
3632,3648.png,3,B1,60,114,0,0,60,114
3634,3125.png,3,B1,61,86,0,0,61,86
3635,3594.png,3,B1,62,108,0,0,62,108
3636,3549.png,3,B1,67,108,0,0,67,108
3637,2220.png,3,B1,39,96,0,0,39,96
3638,2179.png,3,B1,38,92,0,0,38,92
3640,2353.png,3,B1,41,96,0,0,41,96
3641,954.png,3,B1,63,173,0,0,63,173
3642,2381.png,3,B1,42,100,0,0,42,100
3643,3111.png,3,B1,62,88,0,0,62,88
3644,3141.png,3,B1,61,85,0,0,61,85
3645,3256.png,3,B1,64,87,0,0,64,87
3646,767.png,3,B1,65,162,0,0,65,162
3647,3171.png,3,B1,61,86,0,0,61,86
3648,3874.png,3,B1,67,139,0,0,67,139
3649,524.png,3,B1,59,163,0,0,59,163
3650,3863.png,3,B1,68,140,0,0,68,140
3651,2514.png,3,B1,42,97,0,0,42,97
3652,3068.png,3,B1,63,92,0,0,63,92
3653,253.png,3,B1,53,161,0,0,53,161
3654,3725.png,3,B1,60,125,0,0,60,125
3655,3820.png,3,B1,67,132,0,0,67,132
3656,3538.png,3,B1,68,107,0,0,68,107
3657,421.png,3,B1,59,174,0,0,59,174
3658,3780.png,3,B1,63,125,0,0,63,125
3659,464.png,3,B1,57,164,0,0,57,164
3660,3703.png,3,B1,60,124,0,0,60,124
3661,3393.png,3,B1,70,95,0,0,70,95
3662,334.png,3,B1,56,169,0,0,56,169
3664,3406.png,3,B1,72,100,0,0,72,100
3665,349.png,3,B1,57,174,0,0,57,174
3666,3830.png,3,B1,68,135,0,0,68,135
3667,3340.png,3,B1,75,98,0,0,75,98
3669,3810.png,3,B1,64,124,0,0,64,124
3670,3573.png,3,B1,64,108,0,0,64,108
3671,3312.png,3,B1,72,94,0,0,72,94
3672,3626.png,3,B1,63,116,0,0,63,116
3673,3852.png,3,B1,68,138,0,0,68,138
3674,3270.png,3,B1,65,87,0,0,65,87
3675,837.png,3,B1,68,172,0,0,68,172
3676,850.png,3,B1,67,170,0,0,67,170
3677,2701.png,3,B1,47,92,0,0,47,92
3678,2423.png,3,B1,42,102,0,0,42,102
3679,3896.png,3,B1,66,144,0,0,66,144
3680,3681.png,3,B1,61,123,0,0,61,123
3681,3985.png,3,B1,58,133,0,0,58,133
3682,810.png,3,B1,67,167,0,0,67,167
3683,3790.png,3,B1,64,127,0,0,64,127
3684,2985.png,3,B1,60,88,0,0,60,88
3686,3952.png,3,B1,62,143,0,0,62,143
3687,2409.png,3,B1,42,99,0,0,42,99
3688,3637.png,3,B1,62,116,0,0,62,116
3689,3941.png,3,B1,62,144,0,0,62,144
3690,2498.png,3,B1,42,96,0,0,42,96
3691,993.png,3,B1,62,173,0,0,62,173
3692,3096.png,3,B1,63,90,0,0,63,90
3693,2854.png,3,B1,53,90,0,0,53,90
3694,479.png,3,B1,58,164,0,0,58,164
3695,2640.png,3,B1,46,91,0,0,46,91
3696,2835.png,3,B1,52,88,0,0,52,88
3698,3659.png,3,B1,61,118,0,0,61,118
3699,737.png,3,B1,63,160,0,0,63,160
3700,379.png,3,B1,58,175,0,0,58,175
3701,2325.png,3,B1,40,95,0,0,40,95
3703,2939.png,3,B1,51,85,0,0,51,85
3704,2743.png,3,B1,44,82,0,0,44,82
3706,3186.png,3,B1,61,86,0,0,61,86
3707,3918.png,3,B1,64,143,0,0,64,143
3708,2395.png,3,B1,42,100,0,0,42,100
3710,3466.png,3,B1,69,99,0,0,69,99
3711,364.png,3,B1,58,174,0,0,58,174
3712,3692.png,3,B1,60,123,0,0,60,123
3713,752.png,3,B1,63,158,0,0,63,158
3714,3491.png,3,B1,67,96,0,0,67,96
3715,407.png,3,B1,59,174,0,0,59,174
3716,2625.png,3,B1,46,95,0,0,46,95
3717,266.png,3,B1,53,159,0,0,53,159
3719,227.png,3,B1,53,162,0,0,53,162
3720,279.png,3,B1,53,161,0,0,53,161
3721,3200.png,3,B1,61,85,0,0,61,85
3722,3430.png,3,B1,73,101,0,0,73,101
3723,292.png,3,B1,54,162,0,0,54,162
3724,2468.png,3,B1,41,96,0,0,41,96
3725,3963.png,3,B1,61,142,0,0,61,142
3726,2270.png,3,B1,38,91,0,0,38,91
3728,1006.png,3,B1,62,173,0,0,62,173
3729,3367.png,3,B1,74,98,0,0,74,98
3730,3800.png,3,B1,63,123,0,0,63,123
3731,2368.png,3,B1,42,100,0,0,42,100
3732,2672.png,3,B1,46,91,0,0,46,91
3733,2787.png,3,B1,48,84,0,0,48,84
3734,240.png,3,B1,53,161,0,0,53,161
3735,3615.png,3,B1,62,110,0,0,62,110
3736,1019.png,3,B1,60,166,0,0,60,166
3737,3297.png,3,B1,69,90,0,0,69,90
3739,3242.png,3,B1,65,89,0,0,65,89
3740,3229.png,3,B1,64,89,0,0,64,89
3741,2530.png,3,B1,43,98,0,0,43,98
3742,1045.png,3,B1,60,163,0,0,60,163
3743,2580.png,3,B1,44,97,0,0,44,97
3745,3907.png,3,B1,64,140,0,0,64,140
3746,1058.png,3,B1,63,177,0,0,63,177
3748,214.png,3,B1,52,159,0,0,52,159
3749,3561.png,3,B1,65,107,0,0,65,107
